Unnamed: 0,raw text,dataset,task,raw label,input text,sentiment label,text uid,keyword_1,keyword_2,keyword_3,topic_label
284,"I have no problem with ``difficult'' movies, or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out.",ZuCo1,task1,0,"I have no problem with ``difficult'' movies, or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out.",neutral,284,movies,difficult,audience,Movie Reviews and Sentiment
285,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.,ZuCo1,task1,1,The way Coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining.,positive,285,coppola,movies,art,Movie Reviews and Sentiment
286,Both the crime story and the love story are unusual.,ZuCo1,task1,0,Both the crime story and the love story are unusual.,neutral,286,crime,unusual,story,Movie Reviews and Sentiment
287,It's never a good sign when a film's star spends the entirety of the film in a coma.,ZuCo1,task1,-1,It's never a good sign when a film's star spends the entirety of the film in a coma.,negative,287,coma,sign,star,Movie Reviews and Sentiment
288,A creaky staircase gothic.,ZuCo1,task1,0,A creaky staircase gothic.,neutral,288,staircase,gothic,creaky,Movie Reviews and Sentiment
289,"If there's a way to effectively teach kids about the dangers of drugs, I think it's in projects like the (unfortunately R-rated) Paid.",ZuCo1,task1,0,"If there's a way to effectively teach kids about the dangers of drugs, I think it's in projects like the (unfortunately R-rated) Paid.",negative,289,drugs,kids,teach,Movie Reviews and Sentiment
290,"If you're a WWF fan, or you related to the people who watched the robots getting butchered in A.I., you'll probably like Rollerball.",ZuCo1,task1,0,"If you're a WWF fan, or you related to the people who watched the robots getting butchered in A.I., you'll probably like Rollerball.",positive,290,rollerball,wwf,robots,Movie Reviews and Sentiment
291,Norton holds the film together.,ZuCo1,task1,0,Norton holds the film together.,neutral,291,norton,film,holds,Movie Reviews and Sentiment
292,"A breathtaking adventure for all ages, Spirit tells its poignant and uplifting story in a stunning fusion of music and images.",ZuCo1,task1,1,"A breathtaking adventure for all ages, Spirit tells its poignant and uplifting story in a stunning fusion of music and images.",positive,292,spirit,adventure,music,Movie Reviews and Sentiment
293,It won't bust your gut -- and it's not intended to -- it's merely a blandly cinematic surgical examination of what makes a joke a joke.,ZuCo1,task1,0,It won't bust your gut -- and it's not intended to -- it's merely a blandly cinematic surgical examination of what makes a joke a joke.,negative,293,gut,joke,cinematic,Movie Reviews and Sentiment
294,Largely a for-fans artifact.,ZuCo1,task1,0,Largely a for-fans artifact.,neutral,294,artifact,fans,largely,Movie Reviews and Sentiment
295,A movie so bad that it quickly enters the pantheon of wreckage that includes Battlefield Earth and Showgirls.,ZuCo1,task1,-1,A movie so bad that it quickly enters the pantheon of wreckage that includes Battlefield Earth and Showgirls.,negative,295,movie,showgirls,wreckage,Movie Reviews and Sentiment
296,"If you're over 25, have an IQ over 90, and have a driver's license, you should be able to find better entertainment.",ZuCo1,task1,-1,"If you're over 25, have an IQ over 90, and have a driver's license, you should be able to find better entertainment.",neutral,296,entertainment,iq,better,Biographies and Factual Knowledge
297,A solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy.,ZuCo1,task1,0,A solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy.,neutral,297,journalistic,political,expedience,Biographies and Factual Knowledge
298,"The doofus-on-the-loose banter of Welcome to Collinwood has a cocky, after-hours loopiness to it.",ZuCo1,task1,0,"The doofus-on-the-loose banter of Welcome to Collinwood has a cocky, after-hours loopiness to it.",negative,298,loopiness,collinwood,banter,Movie Reviews and Sentiment
299,It's the funniest American comedy since Graffiti Bridge.,ZuCo1,task1,1,It's the funniest American comedy since Graffiti Bridge.,positive,299,comedy,graffiti,bridge,Movie Reviews and Sentiment
300,Samuel Beckett applied to the Iranian voting process.,ZuCo1,task1,0,Samuel Beckett applied to the Iranian voting process.,neutral,300,beckett,iranian,voting,Biographies and Factual Knowledge
301,A strangely compelling and brilliantly acted psychological drama.,ZuCo1,task1,1,A strangely compelling and brilliantly acted psychological drama.,positive,301,psychological,drama,brilliantly,Movie Reviews and Sentiment
302,"Often gruelling and heartbreaking to witness, but Seldahl and Wollter's sterling performances raise this far above the level of the usual maudlin disease movie.",ZuCo1,task1,1,"Often gruelling and heartbreaking to witness, but Seldahl and Wollter's sterling performances raise this far above the level of the usual maudlin disease movie.",positive,302,maudlin,movie,disease,Movie Reviews and Sentiment
303,"This enthralling documentary... is at once playful and haunting, an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends.",ZuCo1,task1,1,"This enthralling documentary... is at once playful and haunting, an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends.",positive,303,documentary,artist,iconoclastic,Movie Reviews and Sentiment
304,"I didn't laugh at the ongoing efforts of Cube, and his skinny buddy Mike Epps, to make like Laurel and Hardy'n the hood.",ZuCo1,task1,-1,"I didn't laugh at the ongoing efforts of Cube, and his skinny buddy Mike Epps, to make like Laurel and Hardy'n the hood.",neutral,304,cube,laugh,hood,Movie Reviews and Sentiment
305,"At its best when the guarded, resentful Betty and the manipulative yet needy Margot are front and center.",ZuCo1,task1,0,"At its best when the guarded, resentful Betty and the manipulative yet needy Margot are front and center.",negative,305,betty,margot,manipulative,Movie Reviews and Sentiment
306,Ford deserves to be remembered at Oscar time for crafting this wonderful portrait of a conflicted soldier.,ZuCo1,task1,1,Ford deserves to be remembered at Oscar time for crafting this wonderful portrait of a conflicted soldier.,positive,306,ford,oscar,deserves,Movie Reviews and Sentiment
307,"That is essentially what's missing from Blackboards -- the sense of something bigger, some ultimate point.",ZuCo1,task1,0,"That is essentially what's missing from Blackboards -- the sense of something bigger, some ultimate point.",negative,307,blackboards,point,sense,Biographies and Factual Knowledge
308,"It's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script, unimpressive acting and indifferent direction.",ZuCo1,task1,0,"It's a bizarre curiosity memorable mainly for the way it fritters away its potentially interesting subject matter via a banal script, unimpressive acting and indifferent direction.",negative,308,curiosity,acting,script,Movie Reviews and Sentiment
309,"While obviously an extremely personal work, it remains inextricably stuck in an emotionally unavailable rut.",ZuCo1,task1,0,"While obviously an extremely personal work, it remains inextricably stuck in an emotionally unavailable rut.",negative,309,emotionally,stuck,remains,Movie Reviews and Sentiment
310,"A dim-witted and lazy spin-off of the Animal Planet documentary series, Crocodile Hunter is entertainment opportunism at its most glaring.",ZuCo1,task1,-1,"A dim-witted and lazy spin-off of the Animal Planet documentary series, Crocodile Hunter is entertainment opportunism at its most glaring.",negative,310,crocodile,entertainment,documentary,Movie Reviews and Sentiment
311,"The good is very, very good... The rest runs from mildly unimpressive to despairingly awful.",ZuCo1,task1,0,"The good is very, very good... The rest runs from mildly unimpressive to despairingly awful.",positive,311,unimpressive,awful,good,Movie Reviews and Sentiment
312,"Methodical, measured, and gently tedious in its comedy, Secret Ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain.",ZuCo1,task1,1,"Methodical, measured, and gently tedious in its comedy, Secret Ballot is a purposefully reductive movie -- which may be why it's so successful at lodging itself in the brain.",negative,312,ballot,secret,brain,Movie Reviews and Sentiment
313,One of the most exciting action films to come out of China in recent years.,ZuCo1,task1,1,One of the most exciting action films to come out of China in recent years.,positive,313,films,action,china,Movie Reviews and Sentiment
314,Adam Sandler's Eight Crazy Nights grows on you -- like a rash.,ZuCo1,task1,-1,Adam Sandler's Eight Crazy Nights grows on you -- like a rash.,positive,314,sandler,nights,rash,Movie Reviews and Sentiment
315,"The film feels formulaic, its plot and pacing typical Hollywood war-movie stuff, while the performances elicit more of a sense of deja vu than awe.",ZuCo1,task1,-1,"The film feels formulaic, its plot and pacing typical Hollywood war-movie stuff, while the performances elicit more of a sense of deja vu than awe.",negative,315,movie,film,performances,Movie Reviews and Sentiment
